,date,open_,low,high,close,volume,range_position,shcode,month_ma5_score,week_ma5_score,week_ma20_score,week_golden_cross,week_dead_cross,week_up,week_down
6,20190114,6330,6320,7030,6730,5079443,0.5774647887323944,047310,0.8500000000000001,0.5,1.0,0,0,5,0
7,20190307,8340,8050,9170,8900,8687524,0.7589285714285714,047310,1.0,0.7,1.0,0,0,5,0
8,20190523,10350,10250,12000,11600,6177327,0.7714285714285715,047310,1.0,0.7,1.0,0,0,5,0
8,20191128,9080,9060,9960,9720,7466661,0.7333333333333333,047310,0.3,0.0,0.0,0,0,0,5
7,20190614,10300,10100,11150,11150,2792446,1.0,047560,0.8500000000000001,0.3,1.0,0,0,5,0
8,20190705,8600,8140,10250,9700,3887687,0.7393364928909952,047560,0.8500000000000001,0.8500000000000001,1.0,0,0,5,0
6,20190730,2945,2945,3720,3210,19611718,0.3419354838709677,047770,0.55,0.0,0.0,0,0,0,5
6,20190806,3070,3070,3990,3740,33392561,0.7282608695652174,047770,0.8,0.3,0.3,0,0,0,5
5,20190918,1485,1480,1750,1740,46990958,0.9629629629629629,047820,0.0,0.6499999999999999,0.15,1,0,1,4
8,20190404,4350,4300,5610,5610,7389848,1.0,047920,0.0,0.3,0.2,0,1,4,1
8,20190405,5520,5410,6950,6430,23954300,0.6623376623376623,047920,0.0,0.3,0.2,0,1,4,1
6,20190510,60900,60600,65600,65500,542185,0.98,048260,1.0,1.0,1.0,1,0,4,1
7,20190320,6700,6100,7440,7440,10614140,1.0,048410,0.7,0.5,0.0,0,0,0,5
8,20190321,8200,8140,9400,8580,33572499,0.3492063492063492,048410,0.7,0.5,0.0,0,0,0,5
6,20190325,8560,8490,10150,9330,27577590,0.5060240963855421,048410,0.7,0.6499999999999999,0.3,1,0,1,4
8,20190404,9090,9060,11800,11800,30622056,1.0,048410,0.8,0.6499999999999999,0.5,1,0,2,3
7,20190626,16700,16550,20900,20900,34131804,1.0,048410,0.8500000000000001,1.0,1.0,0,0,5,0
6,20191011,13250,13100,16850,15650,30059833,0.68,048410,0.7,1.0,0.15,0,0,0,5
8,20191122,5840,5820,7430,6670,8232750,0.5279503105590062,048430,0.0,0.44999999999999996,0.0,0,0,0,5
7,20190828,10400,10400,13550,13550,2704071,1.0,048530,0.0,0.0,0.0,0,0,0,5
8,20190620,3920,3920,5200,5200,6634927,1.0,048770,0.7,0.0,0.3,0,1,1,4
6,20190110,2240,2230,2650,2405,12880949,0.4166666666666667,048830,0.0,1.0,0.0,0,0,0,5
6,20190409,2145,2095,2740,2680,48663938,0.9069767441860465,049080,0.0,0.6,0.0,1,0,3,2
6,20191001,1530,1510,1940,1720,25932527,0.4883720930232558,049080,0.3,0.8500000000000001,0.0,0,0,0,5
6,20181226,7030,6790,9250,9250,2683826,1.0,049180,0.3,0.0,0.0,0,0,0,5
7,20190320,9520,9050,11550,10600,7317118,0.62,049180,0.0,0.8,0.3,1,0,5,0
6,20190821,5300,5240,6890,6890,4873714,1.0,049180,0.3,0.0,0.0,0,0,0,5
8,20191107,5900,5850,7640,7050,6116178,0.6703910614525139,049180,0.0,0.3,0.0,0,0,0,5
5,20190611,2925,2900,3445,3445,46202151,1.0,049480,0.7,0.3,1.0,0,0,5,0
7,20190613,3445,3360,4270,3970,69383943,0.6703296703296703,049480,0.7,0.3,1.0,0,0,5,0
7,20190904,2725,2725,3270,3120,34259738,0.7247706422018348,049480,1.0,0.0,1.0,0,1,2,3
8,20190621,3760,3760,4865,4710,4435018,0.8597285067873304,049550,0.5,0.5,1.0,0,0,5,0
6,20190709,3890,3885,5060,4310,6998422,0.3617021276595745,049550,0.7,0.7,1.0,0,0,5,0
5,20190103,1020,998,1285,1210,22382993,0.7386759581881533,049630,0.0,0.6499999999999999,0.0,0,0,0,5
8,20190124,12800,12400,14900,13050,3498186,0.26,049830,0.3,1.0,0.0,0,0,0,5
5,20190214,58200,58000,69000,68300,421789,0.9363636363636364,049950,0.0,0.8500000000000001,0.0,0,0,0,5
6,20190423,63700,62600,70000,69900,542663,0.9864864864864865,049950,0.3,0.15,0.7,0,0,5,0
7,20190516,750,738,965,892,36212734,0.6784140969162996,050090,0.3,1.0,0.8,1,0,3,2
8,20191031,2755,2740,3175,3140,20503793,0.9195402298850575,050110,1.0,0.7,1.0,0,0,5,0
7,20190130,719,702,907,880,26947940,0.8682926829268293,050120,0.0,0.5,0.0,0,0,0,5
8,20190131,857,839,1065,943,47490882,0.46017699115044247,050120,0.0,0.5,0.0,0,0,0,5
5,20190208,980,914,1085,1015,75076555,0.5906432748538012,050120,0.3,0.7,0.3,0,0,0,5
6,20190510,888,855,1175,1150,85408565,0.921875,050120,0.8500000000000001,0.35,1.0,0,0,5,0
8,20190523,884,880,1070,960,67938181,0.42105263157894735,050120,0.8500000000000001,0.6499999999999999,1.0,0,0,5,0
8,20191115,985,974,1135,1040,33091987,0.40993788819875776,050120,0.4,0.5,0.3,1,1,3,2
7,20191204,1080,1050,1210,1165,59420367,0.71875,050120,0.6499999999999999,1.0,0.8500000000000001,1,0,4,1
6,20190114,4450,4075,4565,4400,4891569,0.6632653061224489,050860,0.0,0.5,0.3,0,0,0,5
7,20190116,5120,5010,5160,5160,5267238,1.0,050860,0.0,0.5,0.3,0,0,0,5
3,20190212,5100,5100,6530,6530,13894824,1.0,050860,0.3,1.0,1.0,1,0,4,1
6,20190515,4750,4750,5870,5650,14949595,0.8035714285714286,050890,0.5,1.0,1.0,1,0,5,0
7,20190904,6280,6240,7000,6900,14583418,0.868421052631579,050890,1.0,0.7,1.0,0,0,5,0
7,20190614,8090,7970,10100,8950,3092370,0.460093896713615,051160,1.0,0.3,1.0,0,0,5,0
7,20190417,12600,12550,15400,14800,2645234,0.7894736842105263,051370,0.3,0.8,0.8,0,0,5,0
8,20190418,15000,14900,16400,15600,2887373,0.4666666666666667,051370,0.3,0.8,0.8,0,0,5,0
8,20191025,16500,16350,18800,17700,2744164,0.5510204081632653,051370,0.0,1.0,0.5,1,0,4,1
6,20190225,4025,4025,5050,4600,5689836,0.5609756097560976,051390,0.7,0.44999999999999996,0.0,0,0,0,5
6,20191202,10500,10300,13100,13050,3538234,0.9821428571428571,052020,0.0,0.5,0.0,0,0,0,5
6,20191016,2620,2620,3120,3120,6425106,1.0,052190,0.7,1.0,0.0,0,0,0,5
7,20191017,3190,2875,3500,3370,15757317,0.792,052190,0.7,1.0,0.0,0,0,0,5
8,20190321,18400,18250,21050,19200,1359864,0.3392857142857143,052260,0.3,1.0,0.8500000000000001,0,0,5,0
6,20191028,13750,13750,17200,15200,3078890,0.42028985507246375,052260,0.15,0.7,0.0,0,0,0,5
8,20191122,16650,16500,19850,19850,13258922,1.0,052260,0.15,0.8500000000000001,0.3,1,0,2,3
6,20191125,21450,21450,25800,25800,13730051,1.0,052260,0.15,0.8500000000000001,0.5,1,0,3,2
7,20191127,22450,21400,27750,24300,25582501,0.4566929133858268,052260,0.15,0.8500000000000001,0.5,1,0,3,2
7,20191106,425,406,549,549,101562613,1.0,052300,0.0,0.8500000000000001,0.0,0,0,0,5
8,20191107,560,512,648,580,154379837,0.5,052300,0.0,0.8500000000000001,0.0,0,0,0,5
6,20190709,1990,1800,2170,1835,13908416,0.0945945945945946,052420,0.35,0.0,0.0,0,0,0,5
7,20190710,2010,2010,2250,2160,25609373,0.625,052420,0.35,0.0,0.0,0,0,0,5
7,20190816,1415,1400,1830,1575,17298743,0.4069767441860465,052420,0.3,0.15,0.0,0,0,0,5
6,20190826,1520,1480,1985,1695,17789241,0.42574257425742573,052420,0.3,0.0,0.0,0,0,0,5
8,20190829,1845,1770,2155,2155,44299118,1.0,052420,0.3,0.0,0.0,0,0,0,5
8,20190830,2280,2180,2630,2410,75117571,0.5111111111111111,052420,0.3,0.0,0.0,0,0,0,5
7,20191002,2665,2560,2995,2725,62250097,0.3793103448275862,052420,0.2,1.0,0.6499999999999999,1,0,3,2
7,20191120,2840,2800,3505,3180,90517033,0.5390070921985816,052420,0.5,0.5,1.0,0,0,5,0
6,20190527,2970,2970,3615,3500,6776281,0.8217054263565892,052460,0.2,0.44999999999999996,0.8500000000000001,0,0,5,0
5,20190611,3620,3520,4140,3835,10123325,0.5080645161290323,052460,0.5,0.7,1.0,0,0,5,0
6,20190326,3115,3040,3770,3395,10500152,0.4863013698630137,052600,0.0,0.55,0.6499999999999999,0,0,5,0
6,20190408,3320,3275,4150,3980,11609687,0.8057142857142857,052600,0.3,0.8,0.8500000000000001,0,0,5,0
6,20190416,4030,3965,4785,4160,11812269,0.23780487804878048,052600,0.3,0.8500000000000001,1.0,0,0,5,0
6,20190129,4600,4190,4955,4955,21498940,1.0,052670,0.8,0.3,0.0,0,1,0,5
8,20190131,4730,4330,5650,5180,29773174,0.6439393939393939,052670,0.8,0.3,0.0,0,1,0,5
8,20190418,4450,4370,5760,5010,29716117,0.460431654676259,052670,0.8,0.5,1.0,0,0,5,0
8,20190531,4580,4465,5400,5090,20140324,0.6684491978609626,052670,0.8,0.5,1.0,0,0,5,0
4,20190917,5410,5150,5410,5410,4955984,1.0,052670,0.6,0.7,0.0,0,0,0,5
6,20190920,4645,4610,5440,5080,9250917,0.5662650602409639,052670,0.6,0.7,0.0,0,0,0,5
8,20190926,5100,4925,6640,5530,34273180,0.35276967930029157,052670,0.6,0.8500000000000001,0.3,0,0,0,5
7,20191030,5230,5130,6760,6760,34152342,1.0,052670,0.6499999999999999,0.7,0.7,1,0,5,0
8,20191128,6140,6070,7320,6760,29490461,0.552,052670,0.7,0.8500000000000001,0.8500000000000001,0,0,5,0
8,20191206,7580,7270,9610,9150,36068311,0.8034188034188035,052670,0.8500000000000001,1.0,1.0,0,0,5,0
8,20181221,770,766,1010,1000,24645443,0.9590163934426229,052770,0.4,0.0,0.0,0,1,1,4
7,20191023,10800,10550,13700,12000,2006347,0.4603174603174603,052790,0.3,0.0,0.0,0,0,0,5
8,20190704,1020,1000,1305,1305,46500093,1.0,052900,0.8500000000000001,0.5,0.5,0,1,0,5
6,20190708,1175,1140,1270,1255,24240151,0.8846153846153846,052900,0.8500000000000001,0.7,0.6499999999999999,0,0,0,5
5,20190819,1085,1075,1245,1155,24321127,0.47058823529411764,052900,1.0,0.5,0.8,0,0,5,0
5,20190104,9580,9560,11950,11400,2637130,0.7698744769874477,053030,0.0,0.0,0.35,0,0,0,5
5,20190305,11650,11550,13050,13000,2882581,0.9666666666666667,053030,0.0,0.15,0.3,0,0,5,0
5,20191007,8380,8380,9750,9320,2822776,0.6861313868613139,053030,0.15,1.0,0.0,0,0,0,5
6,20190527,1060,1060,1350,1140,21548049,0.27586206896551724,053110,0.5,0.15,1.0,0,1,4,1
6,20190121,2040,2015,2255,2145,15654450,0.5416666666666666,053270,0.0,1.0,0.0,0,0,0,5
6,20190110,902,874,1110,1035,20707161,0.6822033898305084,053590,0.0,0.0,0.0,0,0,0,5
5,20190514,1220,1195,1460,1415,18330917,0.8301886792452831,053590,0.5,0.35,1.0,0,0,5,0
6,20190122,9740,9570,12500,11200,2237204,0.5563139931740614,053620,0.3,0.5,1.0,0,0,5,0
8,20190124,10800,10500,12600,11150,2151489,0.30952380952380953,053620,0.3,0.5,1.0,0,0,5,0
7,20190307,10400,10050,13450,11700,2963314,0.4852941176470588,053620,0.7,0.7,1.0,0,0,5,0
8,20190118,8720,8500,9970,9350,4244233,0.5782312925170068,053700,0.0,0.8500000000000001,0.0,0,0,0,5
6,20191021,5190,5180,6590,5770,3719608,0.41843971631205673,053700,0.0,0.3,0.0,0,0,0,5
6,20190909,60300,60200,67400,64300,631814,0.5694444444444444,053800,1.0,0.7,0.7,0,0,0,5
6,20181226,2830,2800,3690,3690,13232335,1.0,054210,0.0,0.6499999999999999,0.0,0,0,0,5
7,20190123,4275,4170,5190,4465,12455082,0.28921568627450983,054210,0.3,1.0,0.8500000000000001,1,0,3,2
7,20190516,4930,4860,5980,5340,11510017,0.42857142857142855,054210,1.0,0.5,1.0,0,0,5,0
6,20190821,5470,5420,6300,6150,3872923,0.8295454545454546,054210,1.0,0.0,1.0,0,0,5,0
5,20190109,564,556,696,643,32517586,0.6214285714285714,054220,0.0,0.15,0.0,0,0,0,5
8,20190117,850,820,1005,940,59956178,0.6486486486486487,054220,0.0,0.0,0.0,0,0,0,5
6,20190219,860,859,1095,1095,27739852,1.0,054300,0.15,1.0,0.0,1,0,3,2
7,20190220,1160,1120,1350,1200,44236770,0.34782608695652173,054300,0.15,1.0,0.0,1,0,3,2
7,20190227,1295,1285,1565,1425,44779899,0.5,054300,0.15,1.0,0.3,1,0,4,1
6,20190702,1120,1110,1315,1195,26073718,0.4146341463414634,054300,1.0,0.7,1.0,0,1,0,5
8,20190704,1175,1165,1345,1270,33967073,0.5833333333333334,054300,1.0,0.7,1.0,0,1,0,5
4,20190916,1210,1180,1380,1310,31334319,0.65,054300,0.5,0.7,0.3,0,0,0,5
5,20190918,1220,1190,1380,1310,20636394,0.631578947368421,054300,0.5,0.7,0.3,0,0,0,5
6,20190603,11750,11700,13300,12500,2006792,0.5,054450,0.7,0.5,1.0,0,0,5,0
8,20190621,5020,4900,5600,5220,4052145,0.45714285714285713,054620,0.2,0.3,0.0,0,0,0,5
8,20190425,2255,2125,2560,2200,46244805,0.1724137931034483,054630,0.3,0.5,0.7,0,1,0,5
7,20190613,1985,1950,2310,2110,10480300,0.4444444444444444,054630,0.7,0.5,1.0,0,0,5,0
5,20190820,1580,1570,1985,1985,10414307,1.0,054630,0.7,0.0,0.44999999999999996,0,1,1,4
6,20190821,2110,2000,2200,2090,23646954,0.45,054630,0.7,0.0,0.44999999999999996,0,1,1,4
6,20190604,11650,11650,15000,14350,4105764,0.8059701492537313,054670,0.7,0.6499999999999999,1.0,0,1,2,3
4,20190917,12600,11700,13600,13150,2238118,0.7631578947368421,054670,0.5,0.5,0.0,0,0,0,5
8,20190411,3105,3080,3495,3460,29310762,0.9156626506024096,054780,0.6,0.8500000000000001,0.6499999999999999,1,0,5,0
6,20190415,3700,3570,4425,4425,92671898,1.0,054780,0.6,0.8500000000000001,0.8,0,0,5,0
8,20190927,2470,2460,2750,2660,8443894,0.6896551724137931,054780,0.5,0.3,0.0,0,0,0,5
5,20191015,2690,2690,3010,2850,21160000,0.5,054780,0.3,0.8500000000000001,0.0,0,0,0,5
8,20190221,3365,3330,4035,3700,7564287,0.524822695035461,054920,0.0,0.5,1.0,0,0,5,0
8,20190117,42900,38950,42900,40700,1824208,0.4430379746835443,054930,0.8,0.5,0.5,1,0,5,0
6,20190226,32250,31600,39100,36000,1511927,0.5866666666666667,054930,0.8500000000000001,0.7,1.0,0,0,5,0
6,20190430,1515,1425,1605,1480,30220980,0.3055555555555556,054940,0.3,0.5,0.6499999999999999,1,1,1,4
7,20190502,1450,1400,1825,1665,47580749,0.6235294117647059,054940,0.5,0.5,0.6499999999999999,1,1,1,4
5,20190508,1570,1570,2050,2050,65431778,1.0,054940,0.5,0.6499999999999999,0.8,1,0,2,3
6,20190509,2220,2060,2570,2365,84250924,0.5980392156862745,054940,0.5,0.6499999999999999,0.8,1,0,2,3
6,20190618,1570,1570,1975,1725,80854151,0.38271604938271603,054940,0.7,0.3,1.0,0,0,5,0
8,20190712,1700,1655,2015,1845,67637775,0.5277777777777778,054940,0.8500000000000001,0.5,1.0,0,0,5,0
7,20191017,2075,2065,2455,2300,63259161,0.6025641025641025,054940,1.0,0.0,0.8,0,0,5,0
7,20191018,4535,4100,5180,5180,7018284,1.0,056000,0.0,0.15,0.0,0,0,0,5
6,20190325,4200,4195,4855,4475,6136801,0.42424242424242425,056080,0.0,0.15,0.5,0,0,5,0
8,20191025,9010,8920,11550,10800,7797414,0.714828897338403,056360,1.0,0.8,1.0,0,0,5,0
6,20190515,3400,3270,3760,3425,17737610,0.3163265306122449,056700,0.5,1.0,1.0,0,0,5,0
7,20190516,3575,3485,4445,4200,14529124,0.7447916666666666,056700,0.5,1.0,1.0,0,0,5,0
8,20190802,5100,4865,6350,5780,6265924,0.6161616161616161,056700,1.0,1.0,1.0,0,0,5,0
7,20181219,3000,2855,3425,3070,9191316,0.37719298245614036,057030,0.0,0.7,0.0,0,0,0,5
8,20181220,3185,3180,3810,3410,10014956,0.36507936507936506,057030,0.0,0.7,0.0,0,0,0,5
3,20190211,3525,3510,4560,4560,6825512,1.0,057030,0.5,0.7,1.0,0,0,5,0
6,20190520,4400,4365,5070,5070,4103550,1.0,057030,1.0,0.0,1.0,0,1,3,2
6,20190521,5190,5040,5850,5340,11467792,0.37037037037037035,057030,1.0,0.0,1.0,0,1,3,2
8,20190905,3565,3485,4470,4210,8696602,0.7360406091370558,057030,0.5,0.3,0.0,0,0,0,5
6,20190910,4175,4155,4910,4500,14989206,0.45695364238410596,057030,0.5,0.5,0.3,0,0,0,5
5,20190214,3660,3590,4405,4215,9212127,0.7668711656441718,057500,0.0,1.0,0.0,1,0,1,4
8,20190704,3455,3440,4265,3955,20073871,0.6242424242424243,057500,0.55,0.3,0.3,0,1,0,5
6,20190716,4250,4155,4865,4180,25950133,0.035211267605633804,057500,0.55,0.7,0.0,0,0,0,5
6,20191125,1785,1775,2260,2260,45109959,1.0,057540,0.15,0.8500000000000001,0.0,0,0,0,5
7,20190403,2425,2425,3140,3070,8380413,0.9020979020979021,057880,0.3,0.6,1.0,0,0,5,0
5,20190610,891,883,1145,1130,30142937,0.9427480916030534,058400,0.8500000000000001,0.44999999999999996,0.7,1,1,1,4
5,20190611,1180,1120,1390,1320,73890581,0.7407407407407407,058400,0.8500000000000001,0.44999999999999996,0.7,1,1,1,4
5,20190819,913,905,1155,1045,20263687,0.56,058400,1.0,0.0,1.0,0,1,4,1
5,20190820,1055,1040,1220,1180,50668564,0.7777777777777778,058400,1.0,0.0,1.0,0,1,4,1
6,20190910,1430,1425,1705,1530,98692738,0.375,058400,1.0,0.7,1.0,1,1,3,2
7,20191030,1130,1125,1370,1250,70121773,0.5102040816326531,058400,1.0,0.15,1.0,0,0,5,0
7,20181205,1320,1295,1770,1770,15276323,1.0,058450,0.0,0.2,0.0,0,0,0,5
6,20190218,1815,1800,2225,2050,14412846,0.5882352941176471,058450,0.0,0.7,0.0,1,0,2,3
7,20190313,1105,1050,1250,1250,26943997,1.0,058530,0.0,0.0,0.0,0,0,0,5
7,20190123,7700,7680,8860,8170,2781054,0.4152542372881356,058610,0.0,0.3,0.0,0,0,0,5
7,20190320,8360,8330,9630,9430,4862769,0.8461538461538461,058610,0.0,0.8,0.3,1,0,5,0
5,20190103,3060,3015,3600,3345,7987757,0.5641025641025641,058630,0.0,0.8,0.0,0,0,0,5
6,20190702,3365,3365,4170,4090,9673595,0.9006211180124224,058630,0.8500000000000001,0.5,0.8500000000000001,1,1,4,1
8,20190705,3815,3785,4570,4215,13847228,0.5477707006369427,058630,0.8500000000000001,0.5,0.8500000000000001,1,1,4,1
7,20191030,3555,3370,4115,3450,18029049,0.10738255033557047,058630,1.0,0.15,0.35,0,1,3,2
6,20190128,4545,4500,5170,4880,14378558,0.5671641791044776,058820,0.5,0.5,0.0,0,0,0,5
8,20190719,2860,2860,3595,3190,32286918,0.4489795918367347,058820,0.35,0.0,0.0,0,0,0,5
6,20191112,3935,3400,4100,3420,47451618,0.02857142857142857,058820,0.0,0.8500000000000001,0.0,1,0,2,3
7,20191113,3475,3445,4445,4445,80941216,1.0,058820,0.0,0.8500000000000001,0.0,1,0,2,3
6,20181211,3040,3040,3870,3600,8817958,0.6746987951807228,059090,0.0,0.0,0.0,0,0,0,5
6,20190121,6970,6780,7960,7480,19956044,0.5932203389830508,059090,0.3,1.0,1.0,1,0,4,1
8,20190125,7780,7660,9730,9110,24157479,0.7004830917874396,059090,0.3,1.0,1.0,1,0,4,1
6,20190617,6140,6100,6990,6600,6355073,0.5617977528089888,059090,1.0,0.4,0.7,0,0,0,5
6,20190924,5730,5720,6270,6110,3727174,0.7090909090909091,059090,0.3,0.8500000000000001,0.0,0,0,0,5
6,20190521,2640,2600,3335,3095,6670136,0.673469387755102,059210,0.2,0.2,0.35,0,1,0,5
6,20191104,2700,2700,3140,2960,13059014,0.5909090909090909,059210,0.0,0.5,0.0,0,0,0,5
7,20190710,5080,5080,6600,6600,3783243,1.0,060240,1.0,0.8,1.0,1,1,3,2
8,20190711,7000,6900,7920,7220,8292893,0.3137254901960784,060240,1.0,0.8,1.0,1,1,3,2
8,20190712,7240,6990,9250,8650,8503050,0.7345132743362832,060240,1.0,0.8,1.0,1,1,3,2
8,20191205,6290,5940,7540,6240,14162088,0.1875,060240,1.0,0.8,0.5,0,0,0,5
6,20190416,14250,13900,15500,15250,1378697,0.84375,060250,0.3,0.5,1.0,1,1,3,2
6,20190617,16650,16600,17600,17550,1536091,0.95,060250,0.7,0.3,1.0,1,1,4,1
8,20181206,1535,1525,1930,1630,15666079,0.25925925925925924,060260,0.35,0.15,0.15,0,0,0,5
6,20190225,1640,1620,1955,1750,13147640,0.3880597014925373,060260,0.15,0.8500000000000001,0.0,0,0,0,5
6,20190618,1660,1535,2065,1705,32742690,0.32075471698113206,060260,0.4,0.3,1.0,0,1,1,4
7,20190619,1760,1730,1960,1820,18745353,0.391304347826087,060260,0.4,0.3,1.0,0,1,1,4
6,20190708,3000,2965,3900,3680,11030028,0.7647058823529411,060310,0.8500000000000001,0.8500000000000001,0.8500000000000001,0,0,5,0
8,20190524,3350,3305,4150,3645,6473836,0.40236686390532544,060370,0.5,0.5,1.0,0,0,5,0
6,20190528,3535,3500,4510,3920,12861597,0.4158415841584158,060370,0.5,0.3,1.0,0,0,5,0
8,20191107,3250,3200,3810,3460,7575574,0.4262295081967213,060370,0.15,0.0,0.0,0,0,0,5
6,20191119,3735,3735,4780,4205,11437311,0.44976076555023925,060370,0.15,0.5,0.0,1,0,1,4
7,20191120,4220,4215,5140,4715,11211931,0.5405405405405406,060370,0.15,0.5,0.0,1,0,1,4
6,20190129,5260,5150,6810,6810,8974165,1.0,060480,0.6499999999999999,0.44999999999999996,1.0,0,0,5,0
7,20190130,7370,7070,7970,7530,12155207,0.5111111111111111,060480,0.6499999999999999,0.44999999999999996,1.0,0,0,5,0
5,20190208,7350,7300,9200,8390,13573564,0.5736842105263158,060480,0.8500000000000001,0.5,1.0,0,0,5,0
3,20190211,8600,8350,10050,9090,15645352,0.43529411764705883,060480,0.8500000000000001,0.7,1.0,0,0,5,0
8,20190426,7650,7460,9350,8340,16949817,0.4656084656084656,060480,1.0,0.4,1.0,0,0,5,0
7,20190130,1695,1675,1970,1840,23395339,0.559322033898305,060560,0.0,0.44999999999999996,0.0,0,0,0,5
8,20190404,9920,9910,10950,10700,3170337,0.7596153846153846,060570,0.5,0.5,1.0,0,0,5,0
5,20190918,6700,6610,8340,7870,9886499,0.7283236994219653,060590,0.0,0.3,0.0,0,0,0,5
7,20190607,9480,9420,11400,10900,3243442,0.7474747474747475,060720,0.7,0.6499999999999999,1.0,0,0,0,5
6,20191016,12300,12200,13950,13400,2189778,0.6857142857142857,060720,0.8,1.0,1.0,1,0,3,2
8,20191024,15500,15500,18800,16750,4302601,0.3787878787878788,060720,0.8,1.0,1.0,1,0,4,1
8,20190531,5700,5700,6720,6190,3860204,0.4803921568627451,061040,1.0,0.3,0.5,0,1,4,1
8,20191101,6360,6210,7650,7200,7562284,0.6875,061250,0.0,1.0,0.0,0,0,0,5
6,20181217,3515,3500,4425,4400,12352114,0.972972972972973,061970,0.5,0.0,0.0,0,0,0,5
6,20181218,4620,4310,4995,4710,30495059,0.583941605839416,061970,0.5,0.0,0.0,0,0,0,5
5,20190207,4190,4160,4945,4860,13962382,0.89171974522293,061970,0.15,1.0,0.0,1,0,2,3
6,20190218,4780,4755,5370,5240,20861445,0.7886178861788617,061970,0.15,1.0,0.0,1,0,4,1
8,20190621,10550,10400,13050,12250,28179869,0.6981132075471698,061970,0.8500000000000001,1.0,1.0,0,0,5,0
6,20190416,1775,1715,2070,1935,11171670,0.6197183098591549,063440,0.3,0.3,0.44999999999999996,0,1,2,3
7,20190417,1980,1975,2515,2515,40133686,1.0,063440,0.3,0.3,0.44999999999999996,0,1,2,3
5,20191015,1895,1870,2340,2340,19302455,1.0,063440,0.3,1.0,0.0,1,0,1,4
6,20190319,4550,4530,5360,5120,4604027,0.7108433734939759,064240,0.0,0.3,0.0,0,0,0,5
6,20190401,4535,4535,5420,5020,6167526,0.5480225988700564,064240,0.0,0.2,0.0,0,0,0,5
7,20190403,5240,5140,6340,5980,8459092,0.7,064240,0.0,0.2,0.0,0,0,0,5
6,20190409,6020,5940,6960,6540,12515540,0.5882352941176471,064240,0.0,0.5,0.0,1,0,1,4
8,20190627,3230,3230,3915,3700,21887962,0.6861313868613139,064260,0.2,0.7,0.0,0,0,0,5
6,20190812,2755,2705,3560,3375,25338987,0.783625730994152,064260,0.35,0.15,0.0,0,1,3,2
8,20191107,3570,3540,3780,3760,6025763,0.9166666666666666,064260,0.6499999999999999,0.3,0.8,0,1,3,2
8,20190201,11150,11150,12500,12150,3463767,0.7407407407407407,064510,0.55,0.0,0.15,0,1,1,4
7,20190911,6000,5800,6730,6410,6290528,0.6559139784946236,064510,0.0,0.5,0.0,0,0,0,5
8,20191206,1185,1175,1480,1400,67515118,0.7377049180327869,064800,0.0,0.8,0.0,0,0,0,5
6,20190415,2330,2290,2945,2800,13191906,0.7786259541984732,064820,0.3,0.6499999999999999,1.0,0,0,5,0
6,20190813,2065,2040,2480,2290,8889225,0.5681818181818182,064820,0.7,0.15,0.0,0,1,3,2
7,20181219,1915,1865,2175,1900,54138289,0.11290322580645161,065060,0.0,0.8500000000000001,0.0,0,0,0,5
6,20191118,1120,1120,1455,1375,32481208,0.7611940298507462,065060,0.0,0.7,0.0,0,0,0,5
6,20190515,8300,8200,10100,10050,2247093,0.9736842105263158,065130,0.8,0.3,1.0,0,0,5,0
5,20190305,1830,1830,2365,2180,18460602,0.6542056074766355,065170,0.0,0.3,0.0,0,0,5,0
7,20190417,1920,1920,2495,2270,23275717,0.6086956521739131,065170,0.3,0.7,1.0,0,0,5,0
8,20190228,2485,2475,3130,3100,18516469,0.9541984732824428,065450,0.0,0.7,0.2,1,0,4,1
6,20190306,2700,2695,3170,2930,25756166,0.49473684210526314,065450,0.3,0.8,0.5,1,0,5,0
7,20190307,3050,2975,3630,3480,36312647,0.7709923664122137,065450,0.3,0.8,0.5,1,0,5,0
6,20190510,3565,3325,3675,3385,31396251,0.17142857142857143,065450,0.7,0.3,1.0,0,0,5,0
7,20190822,2655,2635,3320,2945,13523322,0.45255474452554745,065450,0.7,0.0,0.0,0,0,0,5
7,20191120,2935,2935,3560,3365,41380807,0.688,065450,0.15,0.55,0.0,2,1,4,1
6,20190509,572,543,681,681,92932519,1.0,065500,0.3,0.7,0.55,0,0,0,5
6,20190510,740,737,885,800,78182873,0.42567567567567566,065500,0.3,0.7,0.55,0,0,0,5
8,20190328,9790,9720,11950,10850,7307961,0.5067264573991032,065510,0.0,0.8500000000000001,0.5,1,0,5,0
6,20190409,3220,3200,3665,3665,33323104,1.0,065530,0.3,0.0,0.8500000000000001,0,1,2,3
7,20190410,4090,3835,4270,3895,19537727,0.13793103448275862,065530,0.3,0.0,0.8500000000000001,0,1,2,3
7,20190417,4470,4410,5400,4995,33094367,0.5909090909090909,065530,0.3,0.3,1.0,1,1,2,3
6,20190903,3720,3715,4690,4480,31806674,0.7846153846153846,065530,1.0,0.0,0.7,0,0,0,5
7,20191023,5550,4700,5720,4980,8550387,0.27450980392156865,065650,0.0,0.0,0.5,0,1,1,4
6,20191022,40200,40150,48000,44800,469596,0.5923566878980892,065660,0.0,0.7,0.0,0,0,0,5
7,20191023,45350,45100,52600,51300,725612,0.8266666666666667,065660,0.0,0.7,0.0,0,0,0,5
