,shcode,target_day,upcode,upname,tmcode,tmname,shname,target_m,next_target_day,y,init_jupo,end_jupo,init_month,end_month,init_week,end_week,check_init_day2,max_vol,max_jupo,contin_jupo,samo_vol_ratio,sec_vol_ratio,ins_vol_ratio,tusin_vol_ratio,bank_vol_ratio,jong_vol_ratio,fund_vol_ratio,etcom_vol_ratio,for_reg_vol_ratio,for_noreg_vol_ratio,nat_no_vol_ratio,per_vol_ratio,com_vol_ratio,for_vol_ratio,etc_vol_ratio,obv,date,open_,low,high,close,volume,range_position,month_ma5_score,week_ma5_score,week_ma20_score,week_golden_cross,week_dead_cross,week_up,week_down
1390,058820,20191112,320.0,제       약,172.0,제약업체,CMG제약,201911,20191113,1,20181201,20191112,20181130,20191031,20190419,20191108,20191102,0.04289758949399534,per_vol,1,-0.003812840192379691,-0.01878292486248308,-0.0002063113786251188,-0.00416551709241713,0.0,-2.4551450047518936e-06,0.002115665409094836,0.0026053264406877288,-0.021088896408720446,0.00031156582092561126,0.00012879791492670565,0.04289758949399534,-0.02472558534688823,-0.020777330587794834,0.0027341243556144343,131517344.0,20191112,3935,3400,4100,3420,47451618,0.02857142857142857,0.0,0.8500000000000001,0.0,1,0,2,3
1391,058820,20191113,320.0,제       약,172.0,제약업체,CMG제약,201911,20181211,0,20181201,20191113,20181130,20191031,20190419,20191108,20191103,0.04596715433574288,per_vol,1,-0.003812840192379691,-0.019420211387264925,-0.0002063113786251188,-0.00416551709241713,0.0,-2.4551450047518936e-06,0.002115665409094836,0.0010308585087694035,-0.023220322264781268,0.0015851812919390606,0.00012879791492670565,0.04596715433574288,-0.025362871871670075,-0.021635140972842207,0.0011596564236961092,212458560.0,20191113,3475,3445,4445,4445,80941216,1.0,0.0,0.8500000000000001,0.0,1,0,2,3
1392,059090,20181211,336.0,반   도  체,14.0,반도체 재료/부품,미코,201812,20190121,0,20180101,20181211,20171231,20181130,20180518,20181207,20181201,0.03280374876265287,per_vol,1,0.0028026630903343233,-0.0002506945109684836,0.0,-0.007245361943992081,-0.00023728326468052495,-0.01544132579749018,-0.0017495290098029823,0.009140850017562346,-0.015577577673468084,0.0002723760258006833,-0.004517865695947888,0.03280374876265287,-0.02663939713254782,-0.015305201647667402,0.004622984321614458,19135941.0,20181211,3040,3040,3870,3600,8817958,0.6746987951807228,0.0,0.0,0.0,0,0,0,5
1393,059090,20190121,336.0,반   도  체,14.0,반도체 재료/부품,미코,201901,20190125,1,20180201,20190121,20180131,20181231,20180629,20190118,20190111,0.06975074240827665,per_vol,1,0.0017867931155602387,-0.000228534023054571,0.0,-0.0063044991538142225,-0.00023728326468052495,-0.012793818054092026,-0.0013852540153910017,0.005935434428585113,-0.05399201711530479,-0.0008301561452246384,-0.0017014081808602356,0.06975074240827665,-0.020864003576332342,-0.054822173260529426,0.004234026247724878,74545722.0,20190121,6970,6780,7960,7480,19956044,0.5932203389830508,0.3,1.0,1.0,1,0,4,1
1394,059090,20190125,336.0,반   도  체,14.0,반도체 재료/부품,미코,201901,20190617,0,20180201,20190125,20180131,20181231,20180629,20190118,20190115,0.041552032442443404,per_vol,1,0.0012971868314334068,-0.0002074272759204266,0.0,-0.0063044991538142225,-0.00023728326468052495,-0.012793818054092026,-0.0013852540153910017,0.005970399463550148,-0.02507701887153942,-0.0011129099211290992,-0.0017014081808602356,0.041552032442443404,-0.021332503113325033,-0.02618992879266852,0.004268991282689913,119606046.0,20190125,7780,7660,9730,9110,24157479,0.7004830917874396,0.3,1.0,1.0,1,0,4,1
1395,059090,20190617,336.0,반   도  체,14.0,반도체 재료/부품,미코,201906,20190924,0,20180701,20190617,20180630,20190531,20181123,20190614,20190607,0.07495427403646582,per_vol,1,0.004169748060159019,-0.001775649008525721,0.0,-0.015093942587093272,-0.0004889037902736533,-0.0015424210492703642,-0.0038733914487339145,0.0003202094708944024,-0.050927706996200146,-0.0022224989622249896,-0.0035197177251971774,0.07495427403646582,-0.022124277548935083,-0.05315020595842514,-0.003199508254302775,96781972.0,20190617,6140,6100,6990,6600,6355073,0.5617977528089888,1.0,0.4,0.7,0,0,0,5
1396,059090,20190924,336.0,반   도  체,14.0,반도체 재료/부품,미코,201909,20190521,0,20181001,20190924,20180930,20190831,20190301,20190920,20190914,0.023899703036689337,per_vol,1,0.011481591467892838,-0.0006267841747293802,0.0,-0.013003129290800523,0.0,-0.008594661046715841,-0.0017703483730880992,0.0026383114602292683,-0.009228214707666762,-0.0020862151547083054,-0.0027102532171025323,0.023899703036689337,-0.01522358463454354,-0.011314429862375068,-7.194175687326372e-05,102584343.0,20190924,5730,5720,6270,6110,3727174,0.7090909090909091,0.3,0.8500000000000001,0.0,0,0,0,5
1397,059210,20190521,320.0,제       약,311.0,고령화 사회(노인복지),메타바이오메드,201905,20191104,0,20180601,20190521,20180531,20190430,20181026,20190517,20190511,0.026314055820970583,for_vol,1,9.927918866817534e-05,0.00743789288408348,0.0,-0.0005649987427709329,0.0,0.0,0.0,0.00011059425027239963,0.026050792054312297,0.00026326376665828516,-8.381527114240215e-05,-0.0333130081300813,0.00688835805883832,0.026314055820970583,2.6778979129997485e-05,4503027.0,20190521,2640,2600,3335,3095,6670136,0.673469387755102,0.2,0.2,0.35,0,1,0,5
1398,059210,20191104,320.0,제       약,311.0,고령화 사회(노인복지),메타바이오메드,201911,20190710,0,20181201,20191104,20181130,20191031,20190412,20191101,20191025,0.022535160506244236,per_vol,1,-0.00018896152879054563,0.003202120526359903,0.0,-0.00020635319755259407,0.0,4.1907635571201075e-08,5.129494593915011e-05,3.1430726678400805e-05,-0.02604987008632973,0.0006251361998156064,0.0,0.022535160506244236,0.0028581426535914845,-0.025424733886514124,3.1430726678400805e-05,15602856.0,20191104,2700,2700,3140,2960,13059014,0.5909090909090909,0.0,0.5,0.0,0,0,0,5
1399,060240,20190710,331.0,디   지  털,265.0,모바일게임(스마트폰),룽투코리아,201907,20190711,1,20180801,20190710,20180731,20190630,20181214,20190705,20190630,0.03212536867356168,for_vol,1,0.0,-0.00023142868378622832,0.0,0.0001265877541389752,0.0,0.0,0.0,-0.0013941169530850605,0.03211998112391364,5.38754964803964e-06,0.0,-0.030626410790829367,-0.00010484092964725313,0.03212536867356168,-0.0013941169530850605,5939622.0,20190710,5080,5080,6600,6600,3783243,1.0,1.0,0.8,1.0,1,1,3,2
1400,060240,20190711,331.0,디   지  털,265.0,모바일게임(스마트폰),룽투코리아,201907,20190712,1,20180801,20190711,20180731,20190630,20181214,20190705,20190701,0.029350898580361006,for_vol,1,2.359510794761886e-05,-0.0002728380982342994,0.0,0.00015014353690668135,0.0,0.0,0.0,-0.0014726100121908057,0.02916921624916434,0.0001816823311966652,0.0,-0.0277791891147902,-9.909945337999921e-05,0.029350898580361006,-0.0014726100121908057,14232515.0,20190711,7000,6900,7920,7220,8292893,0.3137254901960784,1.0,0.8,1.0,1,1,3,2
1401,060240,20190712,331.0,디   지  털,265.0,모바일게임(스마트폰),룽투코리아,201907,20191205,0,20180801,20190712,20180731,20190630,20181214,20190705,20190702,0.026096582641865585,for_reg_vol,0,2.359510794761886e-05,-0.0002738605529120296,0.0,0.00015014353690668135,0.0,0.0,0.0,-0.0017846553147980652,0.026096582641865585,-0.0003501514019426639,0.0,-0.02386165401706713,-0.00010012190805772936,0.025746431239922922,-0.0017846553147980652,22735565.0,20190712,7240,6990,9250,8650,8503050,0.7345132743362832,1.0,0.8,1.0,1,1,3,2
1402,060240,20191205,331.0,디   지  털,265.0,모바일게임(스마트폰),룽투코리아,201912,20190416,0,20190101,20191205,20181231,20191130,20190510,20191129,20191125,0.04174540878524519,per_vol,1,0.01926454048527272,-0.019550513193597862,0.00021042903771284753,-0.008548625584962052,0.0,3.93251799126981e-08,0.0,-0.030087734476385228,-0.0013922293444492508,-0.0016413150340162806,0.0,0.04174540878524519,-0.008624129930394431,-0.0030335443784655315,-0.030087734476385228,36024037.0,20191205,6290,5940,7540,6240,14162088,0.1875,1.0,0.8,0.5,0,0,0,5
1403,060250,20190416,332.0,소프트 웨어,348.0,삼성페이,NHN한국사이버결제,201904,20190617,0,20180501,20190416,20180430,20190331,20180921,20190412,20190406,0.020625048974794304,for_vol,1,0.007372208436724566,0.008288973052979844,0.0034880936833398633,-0.001975490836271821,-0.0010397022332506204,-0.0021897174698532933,0.0022675112097862524,0.0055449044447346656,0.020183448696182143,0.0004416002786121632,0.0043271080928126765,-0.04670893735579644,0.020538983936267467,0.020625048974794304,0.009872012537547343,2657513.0,20190416,14250,13900,15500,15250,1378697,0.84375,0.3,0.5,1.0,1,1,3,2
1404,060250,20190617,332.0,소프트 웨어,348.0,삼성페이,NHN한국사이버결제,201906,20181206,0,20180701,20190617,20180630,20190531,20181123,20190614,20190607,0.08397057159026598,com_vol,1,0.012055765965782944,0.01079513299377476,0.013902050411388272,0.030187802011231554,3.887510339123242e-05,-0.001033999390535893,0.013652126594401636,-0.006148012711679945,0.02853954986722389,-0.00036106395019807583,0.004372817900831483,-0.10600104479561186,0.08397057159026598,0.028178485917025816,-0.0017751948108484612,5554962.0,20190617,16650,16600,17600,17550,1536091,0.95,0.7,0.3,1.0,1,1,4,1
1405,060260,20181206,319.0,화       학,184.0,수자원(양적/질적 개선)  관련주,뉴보텍,201812,20190225,0,20180101,20181206,20171231,20181130,20180511,20181130,20181126,0.0012894324785135182,for_reg_vol,0,0.0,7.5855109781133655e-06,0.0,0.0,0.0,0.0,0.0,-0.0015757333240544208,0.0012894324785135182,-0.0007985316120950625,0.0,0.0010772469466578517,7.5855109781133655e-06,0.0004909008664184557,-0.0015757333240544208,36461150.0,20181206,1535,1525,1930,1630,15666079,0.25925925925925924,0.35,0.15,0.15,0,0,0,5
1406,060260,20190225,319.0,화       학,184.0,수자원(양적/질적 개선)  관련주,뉴보텍,201902,20190618,0,20180301,20190225,20180228,20190131,20180803,20190222,20190215,0.00919207348898709,for_reg_vol,1,0.0,-2.435714534256585e-07,0.0,0.0,0.0,0.0,0.0,-5.222867879884478e-05,0.00919207348898709,-0.0004894046417759838,0.0,-0.008650196596958837,-2.435714534256585e-07,0.008702668847211107,-5.222867879884478e-05,61593531.0,20190225,1640,1620,1955,1750,13147640,0.3880597014925373,0.15,0.8500000000000001,0.0,0,0,0,5
1407,060260,20190618,319.0,화       학,184.0,수자원(양적/질적 개선)  관련주,뉴보텍,201906,20190619,1,20180701,20190618,20180630,20190531,20181123,20190614,20190608,0.005353804934061728,com_vol,1,0.005058631128431748,0.0002951738056299802,0.0,0.0,0.0,0.0,0.0,-0.0017458853822332023,-0.00034514074950415814,0.003278158599812102,0.0,-0.006540937402136469,0.005353804934061728,0.002933017850307944,-0.0017458853822332023,111677553.0,20190618,1660,1535,2065,1705,32742690,0.32075471698113206,0.4,0.3,1.0,0,1,1,4
1408,060260,20190619,319.0,화       학,184.0,수자원(양적/질적 개선)  관련주,뉴보텍,201906,20190708,0,20180701,20190619,20180630,20190531,20181123,20190614,20190609,0.005309996868367028,com_vol,1,0.005058631128431748,0.0002513657399352796,0.0,0.0,0.0,0.0,0.0,-0.0015023139288075438,-0.0019508333623299348,0.0027170047670413027,0.0,-0.004573854344270852,0.005309996868367028,0.0007661714047113678,-0.0015023139288075438,130422906.0,20190619,1760,1730,1960,1820,18745353,0.391304347826087,0.4,0.3,1.0,0,1,1,4
1409,060310,20190708,323.0,기 계 장 비,76.0,여름관련주,3S,201907,20190524,0,20180801,20190708,20180731,20190630,20181214,20190705,20190628,0.005658335566872152,per_vol,1,0.0,2.0101849370142054e-07,0.0,0.0,0.0,0.0,0.0,2.640042883945323e-05,-0.0059699812382739215,0.00028504422406861433,0.0,0.005658335566872152,2.0101849370142054e-07,-0.005684937014205307,2.640042883945323e-05,14277251.0,20190708,3000,2965,3900,3680,11030028,0.7647058823529411,0.8500000000000001,0.8500000000000001,0.8500000000000001,0,0,5,0
1410,060370,20190524,307.0,건       설,335.0,재난/안전(지진 등),KT서브마린,201905,20190528,1,20180601,20190524,20180531,20190430,20181026,20190517,20190514,0.03998196347031963,per_vol,1,0.0005053881278538813,9.132420091324201e-08,0.0,0.0,0.0,0.0,0.0,-0.0005381735159817352,-0.039959680365296804,1.0410958904109589e-05,0.0,0.03998196347031963,0.0005054794520547945,-0.03994926940639269,-0.0005381735159817352,9866702.0,20190524,3350,3305,4150,3645,6473836,0.40236686390532544,0.5,0.5,1.0,0,0,5,0
1411,060370,20190528,307.0,건       설,335.0,재난/안전(지진 등),KT서브마린,201905,20191107,0,20180601,20190528,20180531,20190430,20181102,20190524,20190518,0.04117091324200913,per_vol,1,0.0,9.132420091324201e-08,0.0,0.0,0.0,0.0,0.0,-0.0008295890410958904,-0.04038433789954338,4.2922374429223744e-05,0.0,0.04117091324200913,9.132420091324201e-08,-0.04034141552511415,-0.0008295890410958904,21756396.0,20190528,3535,3500,4510,3920,12861597,0.4158415841584158,0.5,0.3,1.0,0,0,5,0
1412,060370,20191107,307.0,건       설,335.0,재난/안전(지진 등),KT서브마린,201911,20191119,1,20181201,20191107,20181130,20191031,20190412,20191101,20191028,0.01713077625570776,per_vol,1,0.0006080821917808219,-0.0011142465753424657,0.0,0.0,0.0,4.5662100456621004e-08,0.0,0.0010129223744292238,-0.017669132420091323,3.1552511415525114e-05,0.0,0.01713077625570776,-0.0005061187214611872,-0.017637579908675798,0.0010129223744292238,37975705.0,20191107,3250,3200,3810,3460,7575574,0.4262295081967213,0.15,0.0,0.0,0,0,0,5
1413,060370,20191119,307.0,건       설,335.0,재난/안전(지진 등),KT서브마린,201911,20191120,1,20181201,20191119,20181130,20191031,20190426,20191115,20191109,0.01953566210045662,per_vol,1,0.0006080821917808219,-0.0010457534246575341,0.0,0.0,0.0,4.5662100456621004e-08,0.0,0.0007972146118721461,-0.019824520547945205,-7.073059360730594e-05,0.0,0.01953566210045662,-0.0004376255707762557,-0.019895251141552512,0.0007972146118721461,56993743.0,20191119,3735,3735,4780,4205,11437311,0.44976076555023925,0.15,0.5,0.0,1,0,1,4
1414,060370,20191120,307.0,건       설,335.0,재난/안전(지진 등),KT서브마린,201911,20190129,0,20181201,20191120,20181130,20191031,20190426,20191115,20191110,0.023709908675799085,per_vol,1,0.0006080821917808219,-0.0010685844748858447,0.0,0.0,0.0,4.5662100456621004e-08,0.0,0.0006148858447488584,-0.024611689497716895,0.000747351598173516,0.0,0.023709908675799085,-0.0004604566210045662,-0.02386433789954338,0.0006148858447488584,68205674.0,20191120,4220,4215,5140,4715,11211931,0.5405405405405406,0.15,0.5,0.0,1,0,1,4
1415,060480,20190129,322.0,금       속,171.0,비철금속,국일신동,201901,20190130,1,20180201,20190129,20180131,20181231,20180706,20190125,20190119,0.014141929666366095,per_vol,1,-0.000575293056807935,-0.0018128944995491434,0.0,0.0,0.0,0.0,0.0,0.004443011722272318,-0.0067026149684400365,-0.009494138863841298,0.0,0.014141929666366095,-0.0023881875563570784,-0.016196753832281335,0.004443011722272318,42203445.0,20190129,5260,5150,6810,6810,8974165,1.0,0.6499999999999999,0.44999999999999996,1.0,0,0,5,0
1416,060480,20190130,322.0,금       속,171.0,비철금속,국일신동,201901,20190208,1,20180201,20190130,20180131,20181231,20180706,20190125,20190120,0.04938809738503156,per_vol,1,-0.000575293056807935,-0.0018128944995491434,0.0,0.0,0.0,0.0,0.0,-0.030137691614066726,-0.0077266005410279535,-0.009135617673579802,0.0,0.04938809738503156,-0.0023881875563570784,-0.016862218214607753,-0.030137691614066726,54358652.0,20190130,7370,7070,7970,7530,12155207,0.5111111111111111,0.6499999999999999,0.44999999999999996,1.0,0,0,5,0
1417,060480,20190208,322.0,금       속,171.0,비철금속,국일신동,201902,20190211,1,20180301,20190208,20180228,20190131,20180713,20190201,20190129,0.06270225428313796,per_vol,1,-0.000575293056807935,-0.0006000901713255185,0.0,0.0,0.0,0.0,0.0,-0.05900946798917944,0.0071062218214607755,-0.009623624887285843,0.0,0.06270225428313796,-0.0011753832281334536,-0.0025174030658250677,-0.05900946798917944,73369291.0,20190208,7350,7300,9200,8390,13573564,0.5736842105263158,0.8500000000000001,0.5,1.0,0,0,5,0
1418,060480,20190211,322.0,금       속,171.0,비철금속,국일신동,201902,20190426,0,20180301,20190211,20180228,20190131,20180720,20190208,20190201,0.07516456266907123,per_vol,1,-0.000575293056807935,-0.0004918845807033364,0.0,0.0,0.0,0.0,0.0,-0.059171776375112714,-0.005597565374211001,-0.00932804328223625,0.0,0.07516456266907123,-0.0010671776375112715,-0.014925608656447249,-0.059171776375112714,89014643.0,20190211,8600,8350,10050,9090,15645352,0.43529411764705883,0.8500000000000001,0.7,1.0,0,0,5,0
1419,060480,20190426,322.0,금       속,171.0,비철금속,국일신동,201904,20190130,0,20180501,20190426,20180430,20190331,20180928,20190419,20190416,0.17369639314697927,per_vol,1,0.02548503155996393,-0.059287646528403966,0.0,-0.0003055906221821461,0.0,0.0,0.0,-0.1356404869251578,-0.0028456266907123536,-0.0011020739404869252,0.0,0.17369639314697927,-0.03410820559062218,-0.003947700631199279,-0.1356404869251578,116559640.0,20190426,7650,7460,9350,8340,16949817,0.4656084656084656,1.0,0.4,1.0,0,0,5,0
1420,060560,20190130,,,402.0,아스콘(아스팔트 콘크리트),홈센타홀딩스,201901,20190404,0,20180201,20190130,20180131,20181231,20180706,20190125,20190120,0.006324392278500347,for_reg_vol,1,-0.001584399562933982,-0.0044492380717399225,0.0,0.0009297287135925182,0.0,0.0,0.0,0.0011460293962144443,0.006324392278500347,-0.00023038783734564638,0.0,-0.0021361249162877584,-0.0051039089210813855,0.0060940044411547005,0.0011460293962144443,39426262.0,20190130,1695,1675,1970,1840,23395339,0.559322033898305,0.0,0.44999999999999996,0.0,0,0,0,5
1421,060570,20190404,331.0,디   지  털,375.0,4차산업 수혜주,드림어스컴퍼니,201904,20190918,0,20180501,20190404,20180430,20190331,20180907,20190329,20190325,0.03578786493141048,com_vol,1,0.0009976433345058038,0.001979686950404502,0.0027811642631023568,0.027206384101301443,0.0,0.00023482237073513894,0.0025913295814280687,0.0006289658811115019,0.010642208934224412,-5.2268730214562084e-05,-3.1656700668308123e-06,-0.047006771016531834,0.03578786493141048,0.010589940204009848,0.0006258002110446711,9305792.0,20190404,9920,9910,10950,10700,3170337,0.7596153846153846,0.5,0.5,1.0,0,0,5,0
1422,060590,20190918,,,417.0,아프리카 돼지열병(ASF),씨티씨바이오,201909,20190607,0,20181001,20190918,20180930,20190831,20190222,20190913,20190908,0.04405732484076433,per_vol,1,0.0009067888768059655,-0.004318989177152918,-0.003762311635855212,-0.008875666718450624,0.0,-4.846978406089793e-05,-0.0014948474962456632,-0.017387292216871214,-0.007334990419967894,-0.0016021438558334628,-0.00013940241313241159,0.04405732484076433,-0.01773289834809176,-0.008937134275801357,-0.017526694630003625,10452239.0,20190918,6700,6610,8340,7870,9886499,0.7283236994219653,0.0,0.3,0.0,0,0,0,5
1423,060720,20190607,337.0,IT   부  품,404.0,폴더블폰,KH바텍,201906,20191016,0,20180701,20190607,20180630,20190531,20181109,20190531,20190528,0.05125128027080982,per_vol,1,-0.006736654804270463,-0.00483135144518705,-0.00973951913896363,0.0005782918149466192,-3.905910945230448e-06,-0.003720206579289992,-0.0316304574255707,-0.00512186442149119,0.010116699939241386,-4.7435118479298674e-05,-0.00011487718080027775,0.05125128027080982,-0.05619868067008072,0.010069264820762086,-0.005236741602291468,5092550.0,20190607,9480,9420,11400,10900,3243442,0.7474747474747475,0.7,0.6499999999999999,1.0,0,0,0,5
1424,060720,20191016,337.0,IT   부  품,404.0,폴더블폰,KH바텍,201910,20191024,1,20181101,20191016,20181031,20190930,20190322,20191011,20191006,0.02258054856349275,per_vol,1,0.007899097300581547,-0.012168778751844458,-0.006067528860341984,0.007739041749848103,8.206752886034198e-05,-0.0020297717212047566,-0.03707937679020918,0.0007121777623470184,0.01999097300581547,-0.00020067702456383994,-0.0014577727627810087,0.02258054856349275,-0.0430830223070914,0.019790295981251628,-0.0007455950004339901,12997647.0,20191016,12300,12200,13950,13400,2189778,0.6857142857142857,0.8,1.0,1.0,1,0,3,2
1425,060720,20191024,337.0,IT   부  품,404.0,폴더블폰,KH바텍,201910,20190531,0,20181101,20191024,20181031,20190930,20190329,20191018,20191014,0.027137401267251105,for_vol,0,-0.0013353007551427827,-0.013003168127766687,0.00012932905129763042,0.019004383300060757,7.078378612967624e-05,-0.00189610276885687,-0.028696684315597604,0.0016112316639180627,0.027131282006770247,6.119260480861037e-06,-0.0014577727627810087,-0.001564100338512282,-0.027184532592656886,0.027137401267251105,0.00015345890113705406,20487253.0,20191024,15500,15500,18800,16750,4302601,0.3787878787878788,0.8,1.0,1.0,1,0,4,1
1426,061040,20190531,334.0,통 신 장 비,393.0,갤럭시 부품주,알에프텍,201905,20191101,0,20180601,20190531,20180531,20190430,20181102,20190524,20190521,0.037593781902552206,per_vol,1,-0.013432296983758701,0.005986821345707657,0.0003974477958236659,-0.002148863109048724,0.0,-0.00014306264501160094,0.0,-0.009682366589327146,-0.014134338747099767,-0.004437122969837587,0.0,0.037593781902552206,-0.009339953596287703,-0.018571461716937354,-0.009682366589327146,8590049.0,20190531,5700,5700,6720,6190,3860204,0.4803921568627451,1.0,0.3,0.5,0,1,4,1
1427,061250,20191101,320.0,제       약,427.0,구충제(펜벤다졸 등),화일약품,201911,20181217,0,20181101,20191101,20181130,20191031,20190405,20191025,20191022,0.0385738671847894,per_vol,1,-0.0014815071820137395,-0.000759211713274582,0.0,-0.0008966761501630699,0.0,0.0014439664145444453,0.0,-0.0001892998403996947,-0.03666511692457151,-2.602178891124835e-05,0.0,0.0385738671847894,-0.0016934286309069461,-0.03669113871348276,-0.0001892998403996947,12682020.0,20191101,6360,6210,7650,7200,7562284,0.6875,0.0,1.0,0.0,0,0,0,5
1428,061970,20181217,336.0,반   도  체,307.0,시스템반도체,엘비세미콘,201812,20181218,1,20180101,20181217,20171231,20181130,20180525,20181214,20181207,0.06346451981272125,per_vol,1,-0.0002230672604773324,-0.00012312435765673177,0.0,0.00024586045449354803,0.00025675459632294164,-0.019633184880666895,-4.567774351947014e-05,-0.02042345552129725,-0.01597172547676145,-0.007592577366678086,4.567774351947014e-05,0.06346451981272125,-0.01947676144798447,-0.023564302843439536,-0.02037777777777778,43907650.0,20181217,3515,3500,4425,4400,12352114,0.972972972972973,0.5,0.0,0.0,0,0,0,5
1429,061970,20181218,336.0,반   도  체,307.0,시스템반도체,엘비세미콘,201812,20190207,0,20180101,20181218,20171231,20181130,20180525,20181214,20181208,0.07001397738951695,per_vol,1,-0.0002230672604773324,-0.00012312435765673177,0.0,0.00024586045449354803,0.0003149937193102661,-0.019633184880666895,-4.567774351947014e-05,-0.020440356286399453,-0.023307182825168436,-0.006847915952951924,4.567774351947014e-05,0.07001397738951695,-0.019418522324997144,-0.03015509877812036,-0.020394678542879983,74402709.0,20181218,4620,4310,4995,4710,30495059,0.583941605839416,0.5,0.0,0.0,0,0,0,5
1430,061970,20190207,336.0,반   도  체,307.0,시스템반도체,엘비세미콘,201902,20190218,1,20180301,20190207,20180228,20190131,20180713,20190201,20190128,0.065876236153934,per_vol,1,0.0007229644855544136,-0.0014953979673404134,0.0,0.00029418750713714744,0.0003149937193102661,-0.020147607628183167,-4.567774351947014e-05,-0.02345965513303643,-0.012965421948155762,-0.009140299189220052,4.567774351947014e-05,0.065876236153934,-0.020310859883521753,-0.022105721137375814,-0.02341397738951696,63197991.0,20190207,4190,4160,4945,4860,13962382,0.89171974522293,0.15,1.0,0.0,1,0,2,3
1431,061970,20190218,336.0,반   도  체,307.0,시스템반도체,엘비세미콘,201902,20190621,0,20180301,20190218,20180228,20190131,20180727,20190215,20190208,0.0718039739636862,per_vol,1,0.010182391229873244,0.00040641772296448554,0.0,0.003158890030832477,0.0003149937193102661,-0.018777275322599065,-4.567774351947014e-05,-0.02220013703323056,-0.03548352175402535,-0.009405732556811694,4.567774351947014e-05,0.0718039739636862,-0.004714582619618591,-0.04488925431083705,-0.02215445928971109,101375407.0,20190218,4780,4755,5370,5240,20861445,0.7886178861788617,0.15,1.0,0.0,1,0,4,1
1432,061970,20190621,336.0,반   도  체,307.0,시스템반도체,엘비세미콘,201906,20190416,0,20180701,20190621,20180630,20190531,20181123,20190614,20190611,0.17129112709832134,com_vol,1,0.07761708347607628,0.019638597693273953,0.016592828594267445,0.03598424117848578,0.00022267899965741693,-0.001899394769898367,0.023180769669978302,0.005588055270069658,0.028721776864222906,-0.004488203722736097,-4.567774351947014e-05,-0.2011127555098778,0.17129112709832134,0.02423357314148681,0.005542377526550188,347595056.0,20190621,10550,10400,13050,12250,28179869,0.6981132075471698,0.8500000000000001,1.0,1.0,0,0,5,0
1433,063440,20190416,318.0,출 판 매 체,127.0,영상콘텐츠,SM Life Design,201904,20190417,1,20180501,20190416,20180430,20190331,20180921,20190412,20190406,0.0013611228319527415,etcom_vol,0,0.0,5.3831974949477006e-05,0.0,0.0,0.0,0.0,0.0,0.0013611228319527415,-0.001851451286948411,0.0004827111417086766,0.0,-4.621466166248418e-05,5.3831974949477006e-05,-0.0013687401452397343,0.0013611228319527415,16427082.0,20190416,1775,1715,2070,1935,11171670,0.6197183098591549,0.3,0.3,0.44999999999999996,0,1,2,3
1434,063440,20190417,318.0,출 판 매 체,127.0,영상콘텐츠,SM Life Design,201904,20191015,0,20180501,20190417,20180430,20190331,20180921,20190412,20190407,0.005996180239401275,per_vol,0,0.0003461769082147061,9.211841257856048e-05,0.0,7.646183570587844e-05,0.0,0.0,0.0,0.001250416398321082,-0.00802864820449044,0.0002672944102689378,0.0,0.005996180239401275,0.000514757156499145,-0.007761353794221501,0.001250416398321082,56560768.0,20190417,1980,1975,2515,2515,40133686,1.0,0.3,0.3,0.44999999999999996,0,1,2,3
1435,063440,20191015,318.0,출 판 매 체,127.0,영상콘텐츠,SM Life Design,201910,20190319,0,20181101,20191015,20181031,20190930,20190322,20191011,20191005,0.0032867485398298873,for_reg_vol,1,-3.026938195385196e-05,0.0022912567456528014,0.0,2.442870150347554e-05,0.0,2.2207910457705033e-08,0.0,0.00029796353461102845,0.0032867485398298873,-4.6325701214772704e-05,0.0,-0.005823824646339026,0.002285438273112883,0.0032404228386151146,0.00029796353461102845,95514495.0,20191015,1895,1870,2340,2340,19302455,1.0,0.3,1.0,0.0,1,0,1,4
1436,064240,20190319,334.0,통 신 장 비,,,홈캐스트,201903,20190401,1,20180401,20190319,20180331,20190228,20180824,20190315,20190309,0.03207919625321046,for_vol,1,-0.002138359268771718,0.002556911920229642,-0.0002222390089137332,-0.046256745731983684,-4.925215289318628e-06,-6.466233570025683e-05,-0.0001758573802689228,-0.017673334340534825,0.03151714760537846,0.0005620486478319988,-0.00012612177066022057,0.03202613687868258,-0.04643199879135821,0.03207919625321046,-0.017799456111195044,3044539.0,20190319,4550,4530,5360,5120,4604027,0.7108433734939759,0.0,0.3,0.0,0,0,0,5
1437,064240,20190401,334.0,통 신 장 비,,,홈캐스트,201904,20190403,1,20180401,20190401,20180430,20190331,20180907,20190329,20190322,0.044934159238555677,per_vol,1,-0.0022548421211663395,0.0026582867502643903,-0.00023103187792717934,-0.046432572896207884,-4.925215289318628e-06,-6.466233570025683e-05,-0.0001758573802689228,-0.0176997733796646,0.018758906179181144,0.0006384348088835171,-0.00012612177066022057,0.044934159238555677,-0.04663172684695573,0.019397340988064664,-0.017825895150324823,7574148.0,20190401,4535,4535,5420,5020,6167526,0.5480225988700564,0.0,0.2,0.0,0,0,0,5
